epoch,quantizer,tensor_type,bitwidth,log2_t,frac,bounded_range,sqnr_db,clip_rate
0,layer2.1.conv1.bias_quantizer,weight,8,-0.1621,7,,40.75,0.0
0,layer2.1.conv1.act_quantizer,act,8,1.0004,5,"(0.0, None)",,
0,layer2.1.conv2.weight_quantizer,weight,8,-0.9197,7,,27.45,0.0
0,layer2.1.conv2.bias_quantizer,weight,8,0.4541,6,,35.4,0.0
0,layer2.1.conv2.act_quantizer,act,8,1.56,5,,,
0,layer3.0.conv1.weight_quantizer,weight,8,-2.8443,9,,30.19,0.0
0,layer3.0.conv1.bias_quantizer,weight,8,-0.1277,7,,39.77,0.0
0,layer3.0.conv1.act_quantizer,act,8,1.0,6,"(0.0, None)",,
0,layer3.0.conv2.weight_quantizer,weight,8,-1.7756,8,,27.93,0.0
0,layer3.0.conv2.bias_quantizer,weight,8,-0.2807,7,,38.79,0.0
0,layer3.0.conv2.act_quantizer,act,8,1.8293,5,,,
0,layer3.0.downsample.0.weight_quantizer,weight,8,-1.6473,8,,26.68,0.0
0,layer3.0.downsample.0.bias_quantizer,weight,8,-0.887,7,,32.59,0.0
0,layer3.0.downsample.0.act_quantizer,act,8,0.5672,6,,,
0,layer3.1.conv1.weight_quantizer,weight,8,-2.6753,9,,29.73,0.0
0,layer3.1.conv1.bias_quantizer,weight,8,-0.1751,7,,40.96,0.0
0,layer3.1.conv1.act_quantizer,act,8,0.2836,6,"(0.0, None)",,
0,layer3.1.conv2.weight_quantizer,weight,8,-1.0134,8,,29.37,4e-05
0,layer3.1.conv2.bias_quantizer,weight,8,0.4688,6,,32.57,0.0
0,layer3.1.conv2.act_quantizer,act,8,1.5267,5,,,
0,layer4.0.conv1.weight_quantizer,weight,8,-2.4645,9,,28.2,0.0
0,layer4.0.conv1.bias_quantizer,weight,8,-0.4449,7,,38.77,0.0
0,layer4.0.conv1.act_quantizer,act,8,0.9814,6,"(0.0, None)",,
0,layer4.0.conv2.weight_quantizer,weight,8,-0.6134,7,,27.05,0.0
0,layer4.0.conv2.bias_quantizer,weight,8,0.4064,6,,35.96,0.0
0,layer4.0.conv2.act_quantizer,act,8,1.6971,5,,,
0,layer4.0.downsample.0.weight_quantizer,weight,8,-0.7774,7,,28.4,1e-05
0,layer4.0.downsample.0.bias_quantizer,weight,8,-0.2968,7,,38.12,0.0
0,layer4.0.downsample.0.act_quantizer,act,8,0.9977,6,,,
0,layer4.1.conv1.weight_quantizer,weight,8,-2.3503,9,,27.3,0.0
0,layer4.1.conv1.bias_quantizer,weight,8,-0.6196,7,,40.9,0.0
0,layer4.1.conv1.act_quantizer,act,8,0.5791,6,"(0.0, None)",,
0,layer4.1.conv2.weight_quantizer,weight,8,1.4001,5,,27.45,0.0
0,layer4.1.conv2.bias_quantizer,weight,8,1.4552,5,,40.01,0.0
0,layer4.1.conv2.act_quantizer,act,8,4.3541,2,,,
0,avgpool.quantizer,act,8,2.4014,4,,,
0,fc.weight_quantizer,weight,8,-1.0,7,,29.7,0.0
0,fc.bias_quantizer,weight,8,-1.5952,8,,23.05,0.0
0,fc.act_quantizer,act,8,4.005,2,,,
0,add.quantizer,act,8,1.9269,5,"(0.0, None)",,
0,add_1.quantizer,act,8,2.0001,4,"(0.0, None)",,
0,add_2.quantizer,act,8,2.0023,4,"(0.0, None)",,
0,add_3.quantizer,act,8,2.0268,4,"(0.0, None)",,
0,add_4.quantizer,act,8,1.0804,5,"(0.0, None)",,
0,add_5.quantizer,act,8,2.0024,4,"(0.0, None)",,
0,add_6.quantizer,act,8,2.0,4,"(0.0, None)",,
0,add_7.quantizer,act,8,4.0966,2,"(0.0, None)",,
0,quant_stub.quantizer,act,8,1.0045,5,,,
1,conv1.weight_quantizer,weight,8,-2.0,8,,29.49,0.0
1,conv1.bias_quantizer,weight,8,-0.1238,7,,44.61,0.0
1,conv1.act_quantizer,act,8,1.0,5,"(0.0, None)",,
1,maxpool.quantizer,act,8,1.9857,5,,,
1,layer1.0.conv1.weight_quantizer,weight,8,-1.9236,8,,28.6,0.0
1,layer1.0.conv1.bias_quantizer,weight,8,0.7712,6,,42.19,0.0
1,layer1.0.conv1.act_quantizer,act,8,0.3863,6,"(0.0, None)",,
1,layer1.0.conv2.weight_quantizer,weight,8,-0.7252,7,,28.96,0.0
1,layer1.0.conv2.bias_quantizer,weight,8,0.8395,6,,39.78,0.0
1,layer1.0.conv2.act_quantizer,act,8,1.8669,5,,,
1,layer1.1.conv1.weight_quantizer,weight,8,-1.9114,8,,27.16,0.0
1,layer1.1.conv1.bias_quantizer,weight,8,0.642,6,,41.29,0.0
1,layer1.1.conv1.act_quantizer,act,8,1.0,5,"(0.0, None)",,
1,layer1.1.conv2.weight_quantizer,weight,8,-0.0903,7,,31.61,3e-05
1,layer1.1.conv2.bias_quantizer,weight,8,0.7972,6,,39.22,0.0
1,layer1.1.conv2.act_quantizer,act,8,2.2039,4,,,
1,layer2.0.conv1.weight_quantizer,weight,8,-2.7315,9,,29.06,0.0
1,layer2.0.conv1.bias_quantizer,weight,8,-0.1318,7,,39.28,0.0
1,layer2.0.conv1.act_quantizer,act,8,0.9217,6,"(0.0, None)",,
1,layer2.0.conv2.weight_quantizer,weight,8,-1.0,8,,28.88,0.00012
1,layer2.0.conv2.bias_quantizer,weight,8,0.5517,6,,39.54,0.0
1,layer2.0.conv2.act_quantizer,act,8,1.9168,5,,,
1,layer2.0.downsample.0.weight_quantizer,weight,8,-1.0,7,,28.13,0.0
1,layer2.0.downsample.0.bias_quantizer,weight,8,0.6103,6,,35.8,0.0
1,layer2.0.downsample.0.act_quantizer,act,8,1.0,6,,,
1,layer2.1.conv1.weight_quantizer,weight,8,-1.8385,8,,26.65,0.0
1,layer2.1.conv1.bias_quantizer,weight,8,-0.1621,7,,40.69,0.0
1,layer2.1.conv1.act_quantizer,act,8,1.0004,5,"(0.0, None)",,
1,layer2.1.conv2.weight_quantizer,weight,8,-0.9197,7,,27.42,0.0
1,layer2.1.conv2.bias_quantizer,weight,8,0.4541,6,,35.41,0.0
1,layer2.1.conv2.act_quantizer,act,8,1.56,5,,,
1,layer3.0.conv1.weight_quantizer,weight,8,-2.8443,9,,30.17,0.0
1,layer3.0.conv1.bias_quantizer,weight,8,-0.1277,7,,39.75,0.0
1,layer3.0.conv1.act_quantizer,act,8,1.0,6,"(0.0, None)",,
1,layer3.0.conv2.weight_quantizer,weight,8,-1.7756,8,,27.93,0.0
1,layer3.0.conv2.bias_quantizer,weight,8,-0.2807,7,,38.79,0.0
1,layer3.0.conv2.act_quantizer,act,8,1.8293,5,,,
1,layer3.0.downsample.0.weight_quantizer,weight,8,-1.6473,8,,26.66,0.0
1,layer3.0.downsample.0.bias_quantizer,weight,8,-0.887,7,,32.57,0.0
1,layer3.0.downsample.0.act_quantizer,act,8,0.5672,6,,,
1,layer3.1.conv1.weight_quantizer,weight,8,-2.6753,9,,29.72,0.0
1,layer3.1.conv1.bias_quantizer,weight,8,-0.1751,7,,40.98,0.0
1,layer3.1.conv1.act_quantizer,act,8,0.2836,6,"(0.0, None)",,
1,layer3.1.conv2.weight_quantizer,weight,8,-1.0134,8,,29.61,3e-05
1,layer3.1.conv2.bias_quantizer,weight,8,0.4688,6,,32.57,0.0
1,layer3.1.conv2.act_quantizer,act,8,1.5267,5,,,
1,layer4.0.conv1.weight_quantizer,weight,8,-2.4645,9,,28.2,0.0
1,layer4.0.conv1.bias_quantizer,weight,8,-0.4449,7,,38.78,0.0
1,layer4.0.conv1.act_quantizer,act,8,0.9814,6,"(0.0, None)",,
1,layer4.0.conv2.weight_quantizer,weight,8,-0.6134,7,,27.02,0.0
1,layer4.0.conv2.bias_quantizer,weight,8,0.4064,6,,35.94,0.0
1,layer4.0.conv2.act_quantizer,act,8,1.6971,5,,,
1,layer4.0.downsample.0.weight_quantizer,weight,8,-0.7774,7,,28.38,1e-05
1,layer4.0.downsample.0.bias_quantizer,weight,8,-0.2968,7,,38.11,0.0
1,layer4.0.downsample.0.act_quantizer,act,8,0.9977,6,,,
1,layer4.1.conv1.weight_quantizer,weight,8,-2.3503,9,,27.28,0.0
1,layer4.1.conv1.bias_quantizer,weight,8,-0.6196,7,,40.9,0.0
1,layer4.1.conv1.act_quantizer,act,8,0.5791,6,"(0.0, None)",,
1,layer4.1.conv2.weight_quantizer,weight,8,1.4001,5,,27.28,0.0
1,layer4.1.conv2.bias_quantizer,weight,8,1.4552,5,,39.96,0.0
1,layer4.1.conv2.act_quantizer,act,8,4.3541,2,,,
1,avgpool.quantizer,act,8,2.4014,4,,,
1,fc.weight_quantizer,weight,8,-1.0,7,,29.68,0.0
1,fc.bias_quantizer,weight,8,-1.5952,8,,23.05,0.0
1,fc.act_quantizer,act,8,4.005,2,,,
1,add.quantizer,act,8,1.9269,5,"(0.0, None)",,
1,add_1.quantizer,act,8,2.0001,4,"(0.0, None)",,
1,add_2.quantizer,act,8,2.0023,4,"(0.0, None)",,
1,add_3.quantizer,act,8,2.0268,4,"(0.0, None)",,
1,add_4.quantizer,act,8,1.0804,5,"(0.0, None)",,
1,add_5.quantizer,act,8,2.0024,4,"(0.0, None)",,
1,add_6.quantizer,act,8,2.0,4,"(0.0, None)",,
1,add_7.quantizer,act,8,4.0966,2,"(0.0, None)",,
1,quant_stub.quantizer,act,8,1.0045,5,,,
2,conv1.weight_quantizer,weight,8,-2.0,8,,29.48,0.0
2,conv1.bias_quantizer,weight,8,-0.1238,7,,44.65,0.0
2,conv1.act_quantizer,act,8,1.0,5,"(0.0, None)",,
2,maxpool.quantizer,act,8,1.9857,5,,,
2,layer1.0.conv1.weight_quantizer,weight,8,-1.9236,8,,28.6,0.0
2,layer1.0.conv1.bias_quantizer,weight,8,0.7712,6,,42.19,0.0
2,layer1.0.conv1.act_quantizer,act,8,0.3863,6,"(0.0, None)",,
2,layer1.0.conv2.weight_quantizer,weight,8,-0.7252,7,,28.96,0.0
2,layer1.0.conv2.bias_quantizer,weight,8,0.8395,6,,39.76,0.0
2,layer1.0.conv2.act_quantizer,act,8,1.8669,5,,,
2,layer1.1.conv1.weight_quantizer,weight,8,-1.9114,8,,27.16,0.0
2,layer1.1.conv1.bias_quantizer,weight,8,0.642,6,,41.29,0.0
2,layer1.1.conv1.act_quantizer,act,8,1.0,5,"(0.0, None)",,
2,layer1.1.conv2.weight_quantizer,weight,8,-0.0903,7,,31.6,3e-05
2,layer1.1.conv2.bias_quantizer,weight,8,0.7972,6,,39.23,0.0
2,layer1.1.conv2.act_quantizer,act,8,2.2039,4,,,
2,layer2.0.conv1.weight_quantizer,weight,8,-2.7315,9,,29.05,0.0
2,layer2.0.conv1.bias_quantizer,weight,8,-0.1318,7,,39.27,0.0
2,layer2.0.conv1.act_quantizer,act,8,0.9217,6,"(0.0, None)",,
2,layer2.0.conv2.weight_quantizer,weight,8,-1.0,8,,29.12,0.00012
2,layer2.0.conv2.bias_quantizer,weight,8,0.5517,6,,39.55,0.0
2,layer2.0.conv2.act_quantizer,act,8,1.9168,5,,,
2,layer2.0.downsample.0.weight_quantizer,weight,8,-1.0,7,,28.12,0.0
2,layer2.0.downsample.0.bias_quantizer,weight,8,0.6103,6,,35.8,0.0
2,layer2.0.downsample.0.act_quantizer,act,8,1.0,6,,,
2,layer2.1.conv1.weight_quantizer,weight,8,-1.8385,8,,26.65,0.0
2,layer2.1.conv1.bias_quantizer,weight,8,-0.1621,7,,40.7,0.0
2,layer2.1.conv1.act_quantizer,act,8,1.0004,5,"(0.0, None)",,
2,layer2.1.conv2.weight_quantizer,weight,8,-0.9197,7,,27.42,0.0
2,layer2.1.conv2.bias_quantizer,weight,8,0.4541,6,,35.41,0.0
2,layer2.1.conv2.act_quantizer,act,8,1.56,5,,,
2,layer3.0.conv1.weight_quantizer,weight,8,-2.8443,9,,30.16,0.0
2,layer3.0.conv1.bias_quantizer,weight,8,-0.1277,7,,39.75,0.0
2,layer3.0.conv1.act_quantizer,act,8,1.0,6,"(0.0, None)",,
2,layer3.0.conv2.weight_quantizer,weight,8,-1.7756,8,,27.92,0.0
2,layer3.0.conv2.bias_quantizer,weight,8,-0.2807,7,,38.78,0.0
2,layer3.0.conv2.act_quantizer,act,8,1.8293,5,,,
2,layer3.0.downsample.0.weight_quantizer,weight,8,-1.6473,8,,26.65,0.0
2,layer3.0.downsample.0.bias_quantizer,weight,8,-0.887,7,,32.57,0.0
2,layer3.0.downsample.0.act_quantizer,act,8,0.5672,6,,,
2,layer3.1.conv1.weight_quantizer,weight,8,-2.6753,9,,29.71,0.0
2,layer3.1.conv1.bias_quantizer,weight,8,-0.1751,7,,40.98,0.0
2,layer3.1.conv1.act_quantizer,act,8,0.2836,6,"(0.0, None)",,
2,layer3.1.conv2.weight_quantizer,weight,8,-1.0134,8,,29.69,2e-05
2,layer3.1.conv2.bias_quantizer,weight,8,0.4688,6,,32.57,0.0
2,layer3.1.conv2.act_quantizer,act,8,1.5267,5,,,
2,layer4.0.conv1.weight_quantizer,weight,8,-2.4645,9,,28.2,0.0
2,layer4.0.conv1.bias_quantizer,weight,8,-0.4449,7,,38.77,0.0
2,layer4.0.conv1.act_quantizer,act,8,0.9814,6,"(0.0, None)",,
2,layer4.0.conv2.weight_quantizer,weight,8,-0.6134,7,,27.01,0.0
2,layer4.0.conv2.bias_quantizer,weight,8,0.4064,6,,35.94,0.0
2,layer4.0.conv2.act_quantizer,act,8,1.6971,5,,,
2,layer4.0.downsample.0.weight_quantizer,weight,8,-0.7774,7,,28.38,0.0
2,layer4.0.downsample.0.bias_quantizer,weight,8,-0.2968,7,,38.12,0.0
2,layer4.0.downsample.0.act_quantizer,act,8,0.9977,6,,,
2,layer4.1.conv1.weight_quantizer,weight,8,-2.3503,9,,27.27,0.0
2,layer4.1.conv1.bias_quantizer,weight,8,-0.6196,7,,40.91,0.0
2,layer4.1.conv1.act_quantizer,act,8,0.5791,6,"(0.0, None)",,
2,layer4.1.conv2.weight_quantizer,weight,8,1.4001,5,,27.22,0.0
2,layer4.1.conv2.bias_quantizer,weight,8,1.4552,5,,39.94,0.0
2,layer4.1.conv2.act_quantizer,act,8,4.3541,2,,,
2,avgpool.quantizer,act,8,2.4014,4,,,
2,fc.weight_quantizer,weight,8,-1.0,7,,29.68,0.0
2,fc.bias_quantizer,weight,8,-1.5952,8,,23.04,0.0
2,fc.act_quantizer,act,8,4.005,2,,,
2,add.quantizer,act,8,1.9269,5,"(0.0, None)",,
2,add_1.quantizer,act,8,2.0001,4,"(0.0, None)",,
2,add_2.quantizer,act,8,2.0023,4,"(0.0, None)",,
2,add_3.quantizer,act,8,2.0268,4,"(0.0, None)",,
2,add_4.quantizer,act,8,1.0804,5,"(0.0, None)",,
2,add_5.quantizer,act,8,2.0024,4,"(0.0, None)",,
2,add_6.quantizer,act,8,2.0,4,"(0.0, None)",,
2,add_7.quantizer,act,8,4.0966,2,"(0.0, None)",,
2,quant_stub.quantizer,act,8,1.0045,5,,,
3,conv1.weight_quantizer,weight,8,-2.0,8,,29.48,0.0
3,conv1.bias_quantizer,weight,8,-0.1238,7,,44.65,0.0
3,conv1.act_quantizer,act,8,1.0,5,"(0.0, None)",,
3,maxpool.quantizer,act,8,1.9857,5,,,
3,layer1.0.conv1.weight_quantizer,weight,8,-1.9236,8,,28.6,0.0
3,layer1.0.conv1.bias_quantizer,weight,8,0.7712,6,,42.19,0.0
3,layer1.0.conv1.act_quantizer,act,8,0.3863,6,"(0.0, None)",,
3,layer1.0.conv2.weight_quantizer,weight,8,-0.7252,7,,28.95,0.0
3,layer1.0.conv2.bias_quantizer,weight,8,0.8395,6,,39.76,0.0
3,layer1.0.conv2.act_quantizer,act,8,1.8669,5,,,
3,layer1.1.conv1.weight_quantizer,weight,8,-1.9114,8,,27.15,0.0
3,layer1.1.conv1.bias_quantizer,weight,8,0.642,6,,41.29,0.0
3,layer1.1.conv1.act_quantizer,act,8,1.0,5,"(0.0, None)",,
3,layer1.1.conv2.weight_quantizer,weight,8,-0.0903,7,,31.6,3e-05
3,layer1.1.conv2.bias_quantizer,weight,8,0.7972,6,,39.23,0.0
3,layer1.1.conv2.act_quantizer,act,8,2.2039,4,,,
3,layer2.0.conv1.weight_quantizer,weight,8,-2.7315,9,,29.05,0.0
3,layer2.0.conv1.bias_quantizer,weight,8,-0.1318,7,,39.27,0.0
3,layer2.0.conv1.act_quantizer,act,8,0.9217,6,"(0.0, None)",,
3,layer2.0.conv2.weight_quantizer,weight,8,-1.0,8,,29.2,0.00012
3,layer2.0.conv2.bias_quantizer,weight,8,0.5517,6,,39.54,0.0
3,layer2.0.conv2.act_quantizer,act,8,1.9168,5,,,
3,layer2.0.downsample.0.weight_quantizer,weight,8,-1.0,7,,28.12,0.0
3,layer2.0.downsample.0.bias_quantizer,weight,8,0.6103,6,,35.8,0.0
3,layer2.0.downsample.0.act_quantizer,act,8,1.0,6,,,
3,layer2.1.conv1.weight_quantizer,weight,8,-1.8385,8,,26.64,0.0
3,layer2.1.conv1.bias_quantizer,weight,8,-0.1621,7,,40.7,0.0
3,layer2.1.conv1.act_quantizer,act,8,1.0004,5,"(0.0, None)",,
3,layer2.1.conv2.weight_quantizer,weight,8,-0.9197,7,,27.41,0.0
3,layer2.1.conv2.bias_quantizer,weight,8,0.4541,6,,35.41,0.0
3,layer2.1.conv2.act_quantizer,act,8,1.56,5,,,
3,layer3.0.conv1.weight_quantizer,weight,8,-2.8443,9,,30.16,0.0
3,layer3.0.conv1.bias_quantizer,weight,8,-0.1277,7,,39.74,0.0
3,layer3.0.conv1.act_quantizer,act,8,1.0,6,"(0.0, None)",,
3,layer3.0.conv2.weight_quantizer,weight,8,-1.7756,8,,27.92,0.0
3,layer3.0.conv2.bias_quantizer,weight,8,-0.2807,7,,38.79,0.0
3,layer3.0.conv2.act_quantizer,act,8,1.8293,5,,,
3,layer3.0.downsample.0.weight_quantizer,weight,8,-1.6473,8,,26.65,0.0
3,layer3.0.downsample.0.bias_quantizer,weight,8,-0.887,7,,32.56,0.0
3,layer3.0.downsample.0.act_quantizer,act,8,0.5672,6,,,
3,layer3.1.conv1.weight_quantizer,weight,8,-2.6753,9,,29.71,0.0
3,layer3.1.conv1.bias_quantizer,weight,8,-0.1751,7,,40.99,0.0
3,layer3.1.conv1.act_quantizer,act,8,0.2836,6,"(0.0, None)",,
3,layer3.1.conv2.weight_quantizer,weight,8,-1.0134,8,,29.71,2e-05
3,layer3.1.conv2.bias_quantizer,weight,8,0.4688,6,,32.57,0.0
3,layer3.1.conv2.act_quantizer,act,8,1.5267,5,,,
3,layer4.0.conv1.weight_quantizer,weight,8,-2.4645,9,,28.19,0.0
3,layer4.0.conv1.bias_quantizer,weight,8,-0.4449,7,,38.77,0.0
3,layer4.0.conv1.act_quantizer,act,8,0.9814,6,"(0.0, None)",,
3,layer4.0.conv2.weight_quantizer,weight,8,-0.6134,7,,27.0,0.0
3,layer4.0.conv2.bias_quantizer,weight,8,0.4064,6,,35.94,0.0
3,layer4.0.conv2.act_quantizer,act,8,1.6971,5,,,
3,layer4.0.downsample.0.weight_quantizer,weight,8,-0.7774,7,,28.38,0.0
3,layer4.0.downsample.0.bias_quantizer,weight,8,-0.2968,7,,38.12,0.0
3,layer4.0.downsample.0.act_quantizer,act,8,0.9977,6,,,
3,layer4.1.conv1.weight_quantizer,weight,8,-2.3503,9,,27.27,0.0
3,layer4.1.conv1.bias_quantizer,weight,8,-0.6196,7,,40.91,0.0
3,layer4.1.conv1.act_quantizer,act,8,0.5791,6,"(0.0, None)",,
3,layer4.1.conv2.weight_quantizer,weight,8,1.4001,5,,27.2,0.0
3,layer4.1.conv2.bias_quantizer,weight,8,1.4552,5,,39.93,0.0
3,layer4.1.conv2.act_quantizer,act,8,4.3541,2,,,
3,avgpool.quantizer,act,8,2.4014,4,,,
3,fc.weight_quantizer,weight,8,-1.0,7,,29.67,0.0
3,fc.bias_quantizer,weight,8,-1.5952,8,,23.04,0.0
3,fc.act_quantizer,act,8,4.005,2,,,
3,add.quantizer,act,8,1.9269,5,"(0.0, None)",,
3,add_1.quantizer,act,8,2.0001,4,"(0.0, None)",,
3,add_2.quantizer,act,8,2.0023,4,"(0.0, None)",,
3,add_3.quantizer,act,8,2.0268,4,"(0.0, None)",,
3,add_4.quantizer,act,8,1.0804,5,"(0.0, None)",,
3,add_5.quantizer,act,8,2.0024,4,"(0.0, None)",,
3,add_6.quantizer,act,8,2.0,4,"(0.0, None)",,
3,add_7.quantizer,act,8,4.0966,2,"(0.0, None)",,
3,quant_stub.quantizer,act,8,1.0045,5,,,
4,conv1.weight_quantizer,weight,8,-2.0,8,,29.47,0.0
4,conv1.bias_quantizer,weight,8,-0.1238,7,,44.65,0.0
4,conv1.act_quantizer,act,8,1.0,5,"(0.0, None)",,
4,maxpool.quantizer,act,8,1.9857,5,,,
4,layer1.0.conv1.weight_quantizer,weight,8,-1.9236,8,,28.59,0.0
4,layer1.0.conv1.bias_quantizer,weight,8,0.7712,6,,42.19,0.0
4,layer1.0.conv1.act_quantizer,act,8,0.3863,6,"(0.0, None)",,
4,layer1.0.conv2.weight_quantizer,weight,8,-0.7252,7,,28.95,0.0
4,layer1.0.conv2.bias_quantizer,weight,8,0.8395,6,,39.76,0.0
4,layer1.0.conv2.act_quantizer,act,8,1.8669,5,,,
4,layer1.1.conv1.weight_quantizer,weight,8,-1.9114,8,,27.15,0.0
4,layer1.1.conv1.bias_quantizer,weight,8,0.642,6,,41.29,0.0
4,layer1.1.conv1.act_quantizer,act,8,1.0,5,"(0.0, None)",,
4,layer1.1.conv2.weight_quantizer,weight,8,-0.0903,7,,31.6,3e-05
4,layer1.1.conv2.bias_quantizer,weight,8,0.7972,6,,39.23,0.0
4,layer1.1.conv2.act_quantizer,act,8,2.2039,4,,,
4,layer2.0.conv1.weight_quantizer,weight,8,-2.7315,9,,29.05,0.0
4,layer2.0.conv1.bias_quantizer,weight,8,-0.1318,7,,39.27,0.0
4,layer2.0.conv1.act_quantizer,act,8,0.9217,6,"(0.0, None)",,
4,layer2.0.conv2.weight_quantizer,weight,8,-1.0,8,,29.22,0.00012
4,layer2.0.conv2.bias_quantizer,weight,8,0.5517,6,,39.54,0.0
4,layer2.0.conv2.act_quantizer,act,8,1.9168,5,,,
4,layer2.0.downsample.0.weight_quantizer,weight,8,-1.0,7,,28.12,0.0
4,layer2.0.downsample.0.bias_quantizer,weight,8,0.6103,6,,35.8,0.0
4,layer2.0.downsample.0.act_quantizer,act,8,1.0,6,,,
4,layer2.1.conv1.weight_quantizer,weight,8,-1.8385,8,,26.64,0.0
4,layer2.1.conv1.bias_quantizer,weight,8,-0.1621,7,,40.7,0.0
4,layer2.1.conv1.act_quantizer,act,8,1.0004,5,"(0.0, None)",,
4,layer2.1.conv2.weight_quantizer,weight,8,-0.9197,7,,27.41,0.0
4,layer2.1.conv2.bias_quantizer,weight,8,0.4541,6,,35.41,0.0
4,layer2.1.conv2.act_quantizer,act,8,1.56,5,,,
4,layer3.0.conv1.weight_quantizer,weight,8,-2.8443,9,,30.16,0.0
4,layer3.0.conv1.bias_quantizer,weight,8,-0.1277,7,,39.74,0.0
4,layer3.0.conv1.act_quantizer,act,8,1.0,6,"(0.0, None)",,
4,layer3.0.conv2.weight_quantizer,weight,8,-1.7756,8,,27.92,0.0
4,layer3.0.conv2.bias_quantizer,weight,8,-0.2807,7,,38.79,0.0
4,layer3.0.conv2.act_quantizer,act,8,1.8293,5,,,
4,layer3.0.downsample.0.weight_quantizer,weight,8,-1.6473,8,,26.65,0.0
4,layer3.0.downsample.0.bias_quantizer,weight,8,-0.887,7,,32.56,0.0
4,layer3.0.downsample.0.act_quantizer,act,8,0.5672,6,,,
4,layer3.1.conv1.weight_quantizer,weight,8,-2.6753,9,,29.71,0.0
4,layer3.1.conv1.bias_quantizer,weight,8,-0.1751,7,,40.99,0.0
4,layer3.1.conv1.act_quantizer,act,8,0.2836,6,"(0.0, None)",,
4,layer3.1.conv2.weight_quantizer,weight,8,-1.0134,8,,29.72,2e-05
4,layer3.1.conv2.bias_quantizer,weight,8,0.4688,6,,32.57,0.0
4,layer3.1.conv2.act_quantizer,act,8,1.5267,5,,,
4,layer4.0.conv1.weight_quantizer,weight,8,-2.4645,9,,28.19,0.0
4,layer4.0.conv1.bias_quantizer,weight,8,-0.4449,7,,38.77,0.0
4,layer4.0.conv1.act_quantizer,act,8,0.9814,6,"(0.0, None)",,
4,layer4.0.conv2.weight_quantizer,weight,8,-0.6134,7,,27.0,0.0
4,layer4.0.conv2.bias_quantizer,weight,8,0.4064,6,,35.94,0.0
4,layer4.0.conv2.act_quantizer,act,8,1.6971,5,,,
4,layer4.0.downsample.0.weight_quantizer,weight,8,-0.7774,7,,28.38,0.0
4,layer4.0.downsample.0.bias_quantizer,weight,8,-0.2968,7,,38.12,0.0
4,layer4.0.downsample.0.act_quantizer,act,8,0.9977,6,,,
4,layer4.1.conv1.weight_quantizer,weight,8,-2.3503,9,,27.27,0.0
4,layer4.1.conv1.bias_quantizer,weight,8,-0.6196,7,,40.9,0.0
4,layer4.1.conv1.act_quantizer,act,8,0.5791,6,"(0.0, None)",,
4,layer4.1.conv2.weight_quantizer,weight,8,1.4001,5,,27.2,0.0
4,layer4.1.conv2.bias_quantizer,weight,8,1.4552,5,,39.93,0.0
4,layer4.1.conv2.act_quantizer,act,8,4.3541,2,,,
4,avgpool.quantizer,act,8,2.4014,4,,,
4,fc.weight_quantizer,weight,8,-1.0,7,,29.67,0.0
4,fc.bias_quantizer,weight,8,-1.5952,8,,23.04,0.0
4,fc.act_quantizer,act,8,4.005,2,,,
4,add.quantizer,act,8,1.9269,5,"(0.0, None)",,
